indice_sistema,area,cobertura,territorio,año,geo
688,1305.789274619663,13,tis,2021,
689,1338.9646075110034,13,tis,2022,
690,1357.4812965131966,13,tis,2023,
691,1374.251384507575,13,tis,2024,
692,467.6664933646855,15,tis,1985,
693,512.3141949426877,15,tis,1986,
694,560.5120327563468,15,tis,1987,
695,608.3936622044668,15,tis,1988,
696,638.270098942016,15,tis,1989,
697,638.7866835736077,15,tis,1990,
698,660.9467073174425,15,tis,1991,
699,652.6451497504255,15,tis,1992,
700,698.4597120424185,15,tis,1993,
701,735.9269000422946,15,tis,1994,
702,808.0919269322467,15,tis,1995,
703,827.4002087520732,15,tis,1996,
704,843.8909451137681,15,tis,1997,
705,877.9687089700323,15,tis,1998,
706,895.7261256556986,15,tis,1999,
707,926.296840732596,15,tis,2000,
708,979.8773431457474,15,tis,2001,
709,1006.6397262176464,15,tis,2002,
710,1056.7259832971126,15,tis,2003,
711,1083.3038475258666,15,tis,2004,
712,1089.5207794917474,15,tis,2005,
713,1095.6398459041695,15,tis,2006,
714,1094.2516671901217,15,tis,2007,
715,1108.4372878847023,15,tis,2008,
716,1097.7998154746674,15,tis,2009,
717,1105.295426408691,15,tis,2010,
718,1113.3141241574738,15,tis,2011,
719,1109.8406698770757,15,tis,2012,
720,1154.1636153967331,15,tis,2013,
721,1160.2149180903957,15,tis,2014,
722,1153.938017398863,15,tis,2015,
723,1146.0718640053055,15,tis,2016,
724,1186.0417118101784,15,tis,2017,
725,1246.7367559792413,15,tis,2018,
726,1299.9034941149314,15,tis,2019,
727,1360.868833712284,15,tis,2020,
728,1462.0127629476365,15,tis,2021,
729,1534.5477263144417,15,tis,2022,
730,1572.0081637115427,15,tis,2023,
731,1624.2544015794597,15,tis,2024,
732,659.3177298248906,18,tis,1985,
733,754.6045373911753,18,tis,1986,
734,729.7528046329957,18,tis,1987,
735,786.4915748178101,18,tis,1988,
736,819.5118759850463,18,tis,1989,
737,848.6539890904531,18,tis,1990,
738,856.7426042846673,18,tis,1991,
739,902.0652114363396,18,tis,1992,
740,905.4696442482904,18,tis,1993,
741,936.6998995082392,18,tis,1994,
742,937.6751209592272,18,tis,1995,
743,977.2042562400508,18,tis,1996,
744,964.3775284109488,18,tis,1997,
745,998.6572887014136,18,tis,1998,
746,1051.483278497251,18,tis,1999,
747,1068.8264328754265,18,tis,2000,
748,1054.65588502356,18,tis,2001,
749,1089.009635106201,18,tis,2002,
750,1096.194977121032,18,tis,2003,
751,1119.2897338266607,18,tis,2004,
752,1128.4595821430053,18,tis,2005,
753,1142.8441235716564,18,tis,2006,
754,1143.5003439129057,18,tis,2007,
755,1163.856094648685,18,tis,2008,
756,1177.1859013599874,18,tis,2009,
757,1212.6585710147724,18,tis,2010,
758,1210.8226929429347,18,tis,2011,
759,1243.8889576709016,18,tis,2012,
760,1255.8098438457068,18,tis,2013,
761,1291.349502661627,18,tis,2014,
762,1319.106902091191,18,tis,2015,
763,1302.1808345605525,18,tis,2016,
764,1293.8287084875528,18,tis,2017,
765,1333.4655169143114,18,tis,2018,
766,1329.13524791773,18,tis,2019,
767,1413.643137084904,18,tis,2020,
768,1401.2309522669102,18,tis,2021,
769,1447.152218036195,18,tis,2022,
770,1465.723814316713,18,tis,2023,
771,1437.8420667997425,18,tis,2024,
772,570.0592064112568,21,tis,1985,
773,517.3948205362572,21,tis,1986,
774,501.4055200302143,21,tis,1987,
775,491.8416045288705,21,tis,1988,
776,526.0448655770894,21,tis,1989,
777,548.0908929418958,21,tis,1990,
778,588.3914578464367,21,tis,1991,
779,550.4461279987194,21,tis,1992,
780,588.9807787317512,21,tis,1993,
781,586.1543943802501,21,tis,1994,
782,554.636310984925,21,tis,1995,
783,515.8258051021119,21,tis,1996,
784,548.6882442334594,21,tis,1997,
785,553.2828476256128,21,tis,1998,
786,582.5659529122336,21,tis,1999,
787,597.0676268775647,21,tis,2000,
788,617.2638396672987,21,tis,2001,
789,606.234890809204,21,tis,2002,
790,610.0927780714725,21,tis,2003,
791,626.9996665521851,21,tis,2004,
792,639.9418016185314,21,tis,2005,
793,645.8142356146241,21,tis,2006,
794,676.599290447632,21,tis,2007,
795,678.0616763066433,21,tis,2008,
796,667.5839824924948,21,tis,2009,
797,666.5541659395167,21,tis,2010,
798,725.785972576845,21,tis,2011,
799,755.0440631375151,21,tis,2012,
800,744.4053226624173,21,tis,2013,
801,748.1591892830231,21,tis,2014,
802,758.5248134675311,21,tis,2015,
803,794.1676356147467,21,tis,2016,
804,818.4573720416261,21,tis,2017,
805,809.4950707659906,21,tis,2018,
806,837.6993412230199,21,tis,2019,
807,805.8133900907591,21,tis,2020,
808,784.0924217092918,21,tis,2021,
809,760.4205928626714,21,tis,2022,
810,794.8382459012454,21,tis,2023,
811,754.4667509226085,21,tis,2024,
812,101.74655556445305,23,tis,1985,
813,58.35730472717286,23,tis,1986,
814,123.92184775702027,23,tis,1987,
815,93.46680567358412,23,tis,1988,
816,49.01923727453615,23,tis,1989,
817,43.93274056439213,23,tis,1990,
818,68.80069386029047,23,tis,1991,
819,72.85577241680906,23,tis,1992,
820,48.619162822753886,23,tis,1993,
821,44.86278511529538,23,tis,1994,
822,52.58036429870601,23,tis,1995,
823,26.521752087951665,23,tis,1996,
824,112.22038371746996,23,tis,1997,
825,48.26827905035413,23,tis,1998,
826,39.670262943359454,23,tis,1999,
827,25.614013855651848,23,tis,2000,
828,51.45554507434088,23,tis,2001,
829,52.52071486749266,23,tis,2002,
830,42.90875822772207,23,tis,2003,
831,42.79293132153315,23,tis,2004,
832,50.65016764123529,23,tis,2005,
833,33.445285244018585,23,tis,2006,
834,62.932803232910246,23,tis,2007,
835,43.21446664105228,23,tis,2008,
836,32.35011739086913,23,tis,2009,
837,40.60849691607671,23,tis,2010,
838,29.91541421545407,23,tis,2011,
839,42.689548234802224,23,tis,2012,
840,30.627050315002467,23,tis,2013,
841,37.30166358746336,23,tis,2014,
842,27.70387577612304,23,tis,2015,
843,36.083410672729535,23,tis,2016,
844,39.91833094439693,23,tis,2017,
845,38.31471316534432,23,tis,2018,
846,45.16826309039318,23,tis,2019,
847,28.32182826159675,23,tis,2020,
848,30.45931200897217,23,tis,2021,
849,45.0443642457886,23,tis,2022,
850,36.31931698223878,23,tis,2023,
851,46.5095770287475,23,tis,2024,
852,3.131419049133302,24,tis,1985,
853,3.6295464118652343,24,tis,1986,
854,3.9340519329833983,24,tis,1987,
855,4.2814226093139665,24,tis,1988,
856,4.535886012329103,24,tis,1989,
857,4.66358553204346,24,tis,1990,
858,4.8385711709594785,24,tis,1991,
859,4.900173206176762,24,tis,1992,
860,4.952870528015142,24,tis,1993,
861,5.026986711669927,24,tis,1994,
862,5.111850842529302,24,tis,1995,
863,5.20559804101563,24,tis,1996,
864,5.449428044250493,24,tis,1997,
865,5.582470595336918,24,tis,1998,
866,5.719116410461429,24,tis,1999,
867,5.801258422973636,24,tis,2000,
868,5.8619907615356475,24,tis,2001,
869,6.009353393554691,24,tis,2002,
870,6.136138782958988,24,tis,2003,
871,6.176298715942387,24,tis,2004,
872,6.3317373800659205,24,tis,2005,
873,6.4468918532104516,24,tis,2006,
874,6.514724236145022,24,tis,2007,
875,6.579969476806644,24,tis,2008,
876,6.624609783752445,24,tis,2009,
877,6.709465958984379,24,tis,2010,
878,6.7960719110107455,24,tis,2011,
879,6.825541073181156,24,tis,2012,
880,6.905917276367191,24,tis,2013,
881,6.999651312072758,24,tis,2014,
882,7.092492108337406,24,tis,2015,
883,7.345370840820316,24,tis,2016,
884,7.491845085083011,24,tis,2017,
885,7.6078968949585,24,tis,2018,
886,7.755215599487309,24,tis,2019,
887,8.027421683593756,24,tis,2020,
888,8.205005194763189,24,tis,2021,
889,8.510382089416508,24,tis,2022,
890,9.04762990759278,24,tis,2023,
891,9.7465170545044,24,tis,2024,
892,60.65535004376222,25,tis,1985,
893,43.81701764935311,25,tis,1986,
894,24.171181146484376,25,tis,1987,
895,22.43322302661133,25,tis,1988,
896,24.19723828405752,25,tis,1989,
897,25.308541618347075,25,tis,1990,
898,21.363624164794924,25,tis,1991,
899,25.60645914764404,25,tis,1992,
900,22.81148494165039,25,tis,1993,
901,19.359348822814937,25,tis,1994,
902,20.67381474645996,25,tis,1995,
903,17.073242407409666,25,tis,1996,
904,17.3980938772583,25,tis,1997,
905,21.18218319415283,25,tis,1998,
906,20.47852042041015,25,tis,1999,
907,22.837516530639647,25,tis,2000,
908,25.392961129882817,25,tis,2001,
909,24.796143106201168,25,tis,2002,
910,28.06067404302978,25,tis,2003,
911,25.896237698547363,25,tis,2004,
912,25.83756637219237,25,tis,2005,
913,28.868943357971187,25,tis,2006,
914,24.571175910949705,25,tis,2007,
915,24.95943131396484,25,tis,2008,
916,23.834275819274893,25,tis,2009,
917,25.024995926635736,25,tis,2010,
918,23.659493665039054,25,tis,2011,
919,26.542175370056142,25,tis,2012,
920,24.047639820739743,25,tis,2013,
921,23.949571645812988,25,tis,2014,
922,23.435174395507815,25,tis,2015,
923,25.812828781372065,25,tis,2016,
924,31.84815037396238,25,tis,2017,
925,29.80131287017823,25,tis,2018,
926,24.890534889892574,25,tis,2019,
927,26.733843700378408,25,tis,2020,
928,29.337015719665516,25,tis,2021,
929,28.403824256958018,25,tis,2022,
930,26.55993575360108,25,tis,2023,
931,28.491039518371583,25,tis,2024,
932,0.0241343673095703,27,tis,1985,
933,0.0241343673095703,27,tis,1986,
934,0.0241343673095703,27,tis,1987,
935,0.0241343673095703,27,tis,1988,
936,0.0241343673095703,27,tis,1989,
937,0.0241343673095703,27,tis,1990,
938,0.0241343673095703,27,tis,1991,
939,0.0241343673095703,27,tis,1992,
940,0.0241343673095703,27,tis,1993,
941,0.0241343673095703,27,tis,1994,
942,0.0241343673095703,27,tis,1995,
943,0.0241343673095703,27,tis,1996,
944,0.0241343673095703,27,tis,1997,
945,0.0241343673095703,27,tis,1998,
946,0.0241343673095703,27,tis,1999,
947,0.0241343673095703,27,tis,2000,
948,0.0241343673095703,27,tis,2001,
949,0.0241343673095703,27,tis,2002,
950,0.0241343673095703,27,tis,2003,
951,0.0241343673095703,27,tis,2004,
952,0.0241343673095703,27,tis,2005,
953,0.0241343673095703,27,tis,2006,
954,0.0241343673095703,27,tis,2007,
955,0.0241343673095703,27,tis,2008,
956,0.0241343673095703,27,tis,2009,
957,0.0241343673095703,27,tis,2010,
958,0.0241343673095703,27,tis,2011,
959,0.0241343673095703,27,tis,2012,
960,0.0241343673095703,27,tis,2013,
961,0.0241343673095703,27,tis,2014,
962,0.0241343673095703,27,tis,2015,
963,0.0241343673095703,27,tis,2016,
964,0.0241343673095703,27,tis,2017,
965,0.0250261470947265,27,tis,2018,
966,0.0241343673095703,27,tis,2019,
967,0.0241343673095703,27,tis,2020,
968,0.0250261470947265,27,tis,2021,
969,0.0250261470947265,27,tis,2022,
970,0.0250261470947265,27,tis,2023,
971,0.0250261470947265,27,tis,2024,
972,73.3206339631958,29,tis,1985,
973,70.25081861456307,29,tis,1986,
974,70.89504091119404,29,tis,1987,
975,59.70643421966578,29,tis,1988,
976,67.42015730432156,29,tis,1989,
977,73.23636296685808,29,tis,1990,
978,72.58141391320821,29,tis,1991,
979,67.34792236950712,29,tis,1992,
980,73.4399836746218,29,tis,1993,
981,75.69003126184113,29,tis,1994,
982,77.15863358673127,29,tis,1995,
983,67.38175897436547,29,tis,1996,
984,72.02819215863052,29,tis,1997,
985,72.75863201495372,29,tis,1998,
986,73.65038553173838,29,tis,1999,
987,73.46468067773439,29,tis,2000,
988,71.60441087811286,29,tis,2001,
989,70.47272573852544,29,tis,2002,
990,67.02390179248049,29,tis,2003,
991,69.89623772851577,29,tis,2004,
992,72.76001383154312,29,tis,2005,
993,73.30879190118425,29,tis,2006,
994,74.83565463732928,29,tis,2007,
995,75.91769225701933,29,tis,2008,
996,76.99146057470728,29,tis,2009,
997,76.96682635327147,29,tis,2010,
998,76.15968085174562,29,tis,2011,
999,76.79040710614017,29,tis,2012,
1000,75.51557881073013,29,tis,2013,
1001,71.62004119805928,29,tis,2014,
1002,70.76053184417744,29,tis,2015,
1003,68.17249103802513,29,tis,2016,
1004,68.88422597326678,29,tis,2017,
1005,68.8278788647462,29,tis,2018,
1006,68.5605801430666,29,tis,2019,
1007,70.67616503344749,29,tis,2020,
1008,70.49166596820085,29,tis,2021,
1009,70.853543513611,29,tis,2022,
1010,71.98576821698015,29,tis,2023,
1011,75.04683073791519,29,tis,2024,
1012,0.0143019812011718,30,tis,1985,
1013,0.0143019812011718,30,tis,1986,
1014,0.0294894091186522,30,tis,1987,
1015,0.0866650033569335,30,tis,1988,
1016,0.1474133829345702,30,tis,1989,
1017,0.2170906976318358,30,tis,1990,
1018,0.3466226330566404,30,tis,1991,
1019,0.2867751185302734,30,tis,1992,
1020,0.2260252722778319,30,tis,1993,
1021,0.2001198164062499,30,tis,1994,
1022,0.1974441151733397,30,tis,1995,
1023,0.1858275264282224,30,tis,1996,
1024,0.2117309731445311,30,tis,1997,
1025,0.2313875138549803,30,tis,1998,
1026,0.1715346303710936,30,tis,1999,
1027,0.1715324702148435,30,tis,2000,
1028,0.1679615238037107,30,tis,2001,
1029,0.196549437988281,30,tis,2002,
1030,0.1929782476196287,30,tis,2003,
1031,0.1920838812255858,30,tis,2004,
1032,0.173321505187988,30,tis,2005,
1033,0.1679633187866209,30,tis,2006,
1034,0.1617101353149412,30,tis,2007,
1035,0.150990282470703,30,tis,2008,
1036,0.1536747396850583,30,tis,2009,
1037,0.1626088444824217,30,tis,2010,
1038,0.1554590712890624,30,tis,2011,
1039,0.2099583190307616,30,tis,2012,
1040,0.1956661220092772,30,tis,2013,
1041,0.3252238126831053,30,tis,2014,
1042,0.4878549514160152,30,tis,2015,
1043,0.55397815258789,30,tis,2016,
1044,0.6451220921630852,30,tis,2017,
1045,0.6522769824218742,30,tis,2018,
1046,0.7049758606567373,30,tis,2019,
1047,1.0649958778076165,30,tis,2020,
1048,1.3490927105712878,30,tis,2021,
1049,1.3794544069824204,30,tis,2022,
1050,1.6456382115478507,30,tis,2023,
1051,1.4570859118652333,30,tis,2024,
1052,0.0017877239990234,31,tis,1987,
1053,0.0017877239990234,31,tis,1988,
1054,0.002677255126953,31,tis,2009,
1055,0.002677255126953,31,tis,2010,
1056,0.002677255126953,31,tis,2011,
1057,0.0035689512939452,31,tis,2012,
1058,0.0035689512939452,31,tis,2013,
1059,0.0035689512939452,31,tis,2014,
1060,0.0026750888061523,31,tis,2015,
1061,0.0026750888061523,31,tis,2016,
1062,0.0026750888061523,31,tis,2017,
1063,0.0026750888061523,31,tis,2018,
1064,0.0026750888061523,31,tis,2019,
1065,0.0008938624877929,31,tis,2020,
1066,0.0008938624877929,31,tis,2021,
1067,0.0017877141723632,31,tis,2022,
1068,0.0017877141723632,31,tis,2023,
1069,0.0017877141723632,31,tis,2024,
1070,1653.5043510933228,33,tis,1985,
1071,1701.6569927641028,33,tis,1986,
1072,1658.328390332644,33,tis,1987,
1073,1566.359450924317,33,tis,1988,
1074,1602.4753203690202,33,tis,1989,
1075,1602.3938218405797,33,tis,1990,
1076,1570.5468375219766,33,tis,1991,
1077,1546.9712939181522,33,tis,1992,
1078,1568.115617964599,33,tis,1993,
1079,1581.6182416532613,33,tis,1994,
1080,1554.6273513624285,33,tis,1995,
1081,1568.492980492007,33,tis,1996,
1082,1585.4094799187646,33,tis,1997,
1083,1584.1586616839625,33,tis,1998,
1084,1617.6064624989035,33,tis,1999,
1085,1621.92351061658,33,tis,2000,
1086,1602.1484185479756,33,tis,2001,
1087,1629.2399146328112,33,tis,2002,
1088,1625.431788121096,33,tis,2003,
1089,1609.6514332652605,33,tis,2004,
1090,1594.8858871568025,33,tis,2005,
1091,1614.7208044371978,33,tis,2006,
1092,1576.1886088905642,33,tis,2007,
1093,1592.235333315615,33,tis,2008,
1094,1596.0886369700954,33,tis,2009,
1095,1590.7750408206807,33,tis,2010,
1096,1593.102126930056,33,tis,2011,
1097,1566.433655927554,33,tis,2012,
1098,1603.6122117007487,33,tis,2013,
1099,1605.5334880846576,33,tis,2014,
1100,1623.9547602005632,33,tis,2015,
1101,1627.303321849429,33,tis,2016,
1102,1622.2016786492345,33,tis,2017,
1103,1632.7045473330104,33,tis,2018,
1104,1608.1696238051788,33,tis,2019,
1105,1647.338511736879,33,tis,2020,
1106,1663.234376598451,33,tis,2021,
1107,1675.415177649356,33,tis,2022,
1108,1693.850867411929,33,tis,2023,
1109,1673.02520051111,33,tis,2024,
1110,0.0116088537597656,35,tis,2013,
1111,0.0116088537597656,35,tis,2014,
1112,0.0116088537597656,35,tis,2015,
1113,0.0116088537597656,35,tis,2016,
1114,0.0116088537597656,35,tis,2017,
1115,0.0116088537597656,35,tis,2018,
1116,0.0116088537597656,35,tis,2019,
1117,0.0116088537597656,35,tis,2020,
1118,0.0116088537597656,35,tis,2021,
1119,0.0116088537597656,35,tis,2022,
1120,0.0116088537597656,35,tis,2023,
1121,0.0116088537597656,35,tis,2024,
1122,368.5110494223496,68,tis,1985,
1123,307.6472316169993,68,tis,1986,
1124,196.49240266967436,68,tis,1987,
1125,291.6163625230709,68,tis,1988,
1126,274.9042492601895,68,tis,1989,
1127,312.13900647563486,68,tis,1990,
1128,288.76159719450806,68,tis,1991,
1129,308.67634540274736,68,tis,1992,
1130,339.0033036368846,68,tis,1993,
1131,280.4279001673357,68,tis,1994,
1132,298.31498876983613,68,tis,1995,
1133,283.58676908013337,68,tis,1996,
1134,236.31799640234308,68,tis,1997,
1135,319.71971927220625,68,tis,1998,
1136,297.7701585682309,68,tis,1999,
1137,307.88485802707896,68,tis,2000,
1138,323.5936788625953,68,tis,2001,
1139,291.1171412525649,68,tis,2002,
1140,314.89698812974507,68,tis,2003,
1141,297.1964544957115,68,tis,2004,
1142,305.9382491874335,68,tis,2005,
1143,305.154748320482,68,tis,2006,
1144,310.7822998960976,68,tis,2007,
1145,346.6218421565396,68,tis,2008,
1146,333.2536755462522,68,tis,2009,
1147,349.59969743406134,68,tis,2010,
1148,329.14120835771206,68,tis,2011,
1149,297.7615647659146,68,tis,2012,
1150,315.2584482404662,68,tis,2013,
1151,320.594926251326,68,tis,2014,
1152,272.58814433471804,68,tis,2015,
1153,348.5920949559164,68,tis,2016,
1154,400.3952376635583,68,tis,2017,
1155,324.7301072291087,68,tis,2018,
1156,344.00144739921234,68,tis,2019,
1157,334.9978562494306,68,tis,2020,
1158,359.0977512825148,68,tis,2021,
1159,321.30425974693037,68,tis,2022,
1160,326.309649950296,68,tis,2023,
1161,340.3517337103676,68,tis,2024,
1162,0.3386783660278323,3,translape,1985,
1163,0.3386783660278323,3,translape,1986,
1164,0.3386783660278323,3,translape,1987,
1165,0.3368914553222659,3,translape,1988,
1166,0.3368914553222659,3,translape,1989,
1167,0.3368914553222659,3,translape,1990,
1168,0.3368914553222659,3,translape,1991,
1169,0.3368914553222659,3,translape,1992,
1170,0.3368914553222659,3,translape,1993,
1171,0.3368914553222659,3,translape,1994,
1172,0.3386783769531252,3,translape,1995,
1173,0.3386783769531252,3,translape,1996,
1174,0.3368914553222659,3,translape,1997,
1175,0.3368914553222659,3,translape,1998,
1176,0.3368914553222659,3,translape,1999,
1177,0.3368914553222659,3,translape,2000,
1178,0.3368914553222659,3,translape,2001,
1179,0.3368914553222659,3,translape,2002,
1180,0.3368914553222659,3,translape,2003,
1181,0.3386783727416994,3,translape,2004,
1182,0.3386783727416994,3,translape,2005,
1183,0.3386783727416994,3,translape,2006,
1184,0.3404652924194338,3,translape,2007,
1185,0.3395718316650393,3,translape,2008,
1186,0.3395718316650393,3,translape,2009,
1187,0.3395718316650393,3,translape,2010,
1188,0.3386783727416994,3,translape,2011,
1189,0.3386783727416994,3,translape,2012,
1190,0.3386783727416994,3,translape,2013,
1191,0.3386783727416994,3,translape,2014,
1192,0.3386783727416994,3,translape,2015,
1193,0.3395718316650393,3,translape,2016,
1194,0.3395718316650393,3,translape,2017,
1195,0.3395718316650393,3,translape,2018,
1196,0.3395718316650393,3,translape,2019,
1197,0.3386783730468752,3,translape,2020,
1198,0.3386783730468752,3,translape,2021,
1199,0.3395718316650393,3,translape,2022,
1200,0.3395718316650393,3,translape,2023,
1201,0.3404652996826174,3,translape,2024,
1202,0.0026815742797851,11,translape,1985,
1203,0.0026815742797851,11,translape,1986,
1204,0.0026815742797851,11,translape,1987,
1205,0.0026815742797851,11,translape,1988,
1206,0.0044692937011718,11,translape,1989,
1207,0.0044692937011718,11,translape,1990,
1208,0.0044692937011718,11,translape,1991,
1209,0.0044692937011718,11,translape,1992,
1210,0.0044692937011718,11,translape,1993,
1211,0.0044692937011718,11,translape,1994,
1212,0.0044692937011718,11,translape,1995,
1213,0.0044692937011718,11,translape,1996,
1214,0.0044692937011718,11,translape,1997,
1215,0.0044692937011718,11,translape,1998,
1216,0.0044692937011718,11,translape,1999,
1217,0.0044692937011718,11,translape,2000,
1218,0.0044692937011718,11,translape,2001,
1219,0.0044692937011718,11,translape,2002,
1220,0.0026815742797851,11,translape,2003,
1221,0.0026815742797851,11,translape,2004,
1222,0.0026815742797851,11,translape,2005,
1223,0.0026815742797851,11,translape,2006,
1224,0.0026815742797851,11,translape,2007,
1225,0.0026815742797851,11,translape,2008,
1226,0.0026815742797851,11,translape,2009,
1227,0.0026815742797851,11,translape,2010,
1228,0.0044692937011718,11,translape,2011,
1229,0.0026815775756835,11,translape,2012,
1230,0.0026815775756835,11,translape,2013,
1231,0.0026815775756835,11,translape,2014,
1232,0.0026815775756835,11,translape,2015,
1233,0.0026815775756835,11,translape,2016,
1234,0.0008938581542968,11,translape,2017,
1235,0.0008938581542968,11,translape,2018,
1236,0.0008938581542968,11,translape,2019,
1237,0.0008938581542968,11,translape,2020,
1238,0.0008938581542968,11,translape,2021,
1239,0.0017877161865234,11,translape,2022,
1240,0.0017877161865234,11,translape,2023,
1241,0.0008938581542968,11,translape,2024,
1242,0.3754031246337888,13,translape,1985,
1243,0.3754031246337888,13,translape,1986,
1244,0.3754031246337888,13,translape,1987,
1245,0.3754031246337888,13,translape,1988,
1246,0.3736154052124021,13,translape,1989,
1247,0.3736154052124021,13,translape,1990,
1248,0.3736154052124021,13,translape,1991,
1249,0.3736154052124021,13,translape,1992,
1250,0.3736154052124021,13,translape,1993,
1251,0.3736154052124021,13,translape,1994,
1252,0.3736154052124021,13,translape,1995,
1253,0.3736154052124021,13,translape,1996,
1254,0.3736154052124021,13,translape,1997,
1255,0.3736154052124021,13,translape,1998,
1256,0.3736154052124021,13,translape,1999,
1257,0.3736154052124021,13,translape,2000,
1258,0.3736154052124021,13,translape,2001,
1259,0.3736154052124021,13,translape,2002,
1260,0.3754031246337888,13,translape,2003,
1261,0.3754031246337888,13,translape,2004,
1262,0.3754031246337888,13,translape,2005,
1263,0.3754031246337888,13,translape,2006,
1264,0.3754031246337888,13,translape,2007,
1265,0.3754031246337888,13,translape,2008,
1266,0.3754031246337888,13,translape,2009,
1267,0.3754031246337888,13,translape,2010,
1268,0.3736154052124021,13,translape,2011,
1269,0.3754031213378904,13,translape,2012,
1270,0.3754031213378904,13,translape,2013,
1271,0.3754031213378904,13,translape,2014,
1272,0.3754031213378904,13,translape,2015,
1273,0.3754031213378904,13,translape,2016,
1274,0.3771908407592771,13,translape,2017,
1275,0.3771908407592771,13,translape,2018,
1276,0.3771908407592771,13,translape,2019,
1277,0.3771908407592771,13,translape,2020,
1278,0.3771908407592771,13,translape,2021,
1279,0.3762969827270505,13,translape,2022,
1280,0.3762969827270505,13,translape,2023,
1281,0.3771908407592771,13,translape,2024,
1282,0.0232300806274414,15,translape,1985,
1283,0.0232300806274414,15,translape,1986,
1284,0.0232300806274414,15,translape,1987,
1285,0.0232300697021484,15,translape,1988,
1286,0.0232300697021484,15,translape,1989,
1287,0.0214431486206054,15,translape,1990,
1288,0.0169758491821289,15,translape,1991,
1289,0.017869317199707,15,translape,1992,
1290,0.017869317199707,15,translape,1993,
1291,0.017869317199707,15,translape,1994,
1292,0.0214431551513671,15,translape,1995,
1293,0.020549687133789,15,translape,1996,
1294,0.0214431481933593,15,translape,1997,
1295,0.019656228515625,15,translape,1998,
1296,0.019656228515625,15,translape,1999,
1297,0.0214431481933593,15,translape,2000,
1298,0.0241235450439453,15,translape,2001,
1299,0.0241235450439453,15,translape,2002,
1300,0.0268039275512695,15,translape,2003,
1301,0.0223366123046875,15,translape,2004,
1302,0.0214431533813476,15,translape,2005,
1303,0.0214431533813476,15,translape,2006,
1304,0.0178693101196289,15,translape,2007,
1305,0.0178693101196289,15,translape,2008,
1306,0.0169758494873046,15,translape,2009,
1307,0.0169758494873046,15,translape,2010,
1308,0.0169758494873046,15,translape,2011,
1309,0.0169758494873046,15,translape,2012,
1310,0.0169758494873046,15,translape,2013,
1311,0.0169758494873046,15,translape,2014,
1312,0.0169758494873046,15,translape,2015,
1313,0.0169758494873046,15,translape,2016,
1314,0.0178693110961914,15,translape,2017,
1315,0.018762779296875,15,translape,2018,
1316,0.0178693176879882,15,translape,2019,
1317,0.0178693176879882,15,translape,2020,
1318,0.018762779296875,15,translape,2021,
1319,0.016975850036621,15,translape,2022,
1320,0.016975850036621,15,translape,2023,
1321,0.0160823884277343,15,translape,2024,
1322,0.0017869362182617,21,translape,1985,
1323,0.0017869362182617,21,translape,1986,
1324,0.0017869362182617,21,translape,1987,
1325,0.003573857849121,21,translape,1988,
1326,0.003573857849121,21,translape,1989,
1327,0.0044673184814453,21,translape,1990,
1328,0.0098280783691406,21,translape,1991,
1329,0.0089346103515624,21,translape,1992,
1330,0.0089346103515624,21,translape,1993,
1331,0.0089346103515624,21,translape,1994,
1332,0.0035738507690429,21,translape,1995,
1333,0.004467318786621,21,translape,1996,
1334,0.0053607793579101,21,translape,1997,
1335,0.0071476990356445,21,translape,1998,
1336,0.0071476990356445,21,translape,1999,
1337,0.0053607793579101,21,translape,2000,
1338,0.0026803825073242,21,translape,2001,
1339,0.0026803825073242,21,translape,2002,
1340,0.0026803978271484,21,translape,2004,
1341,0.0035738567504882,21,translape,2005,
1342,0.0035738567504882,21,translape,2006,
1343,0.0053607803344726,21,translape,2007,
1344,0.0062542410888671,21,translape,2008,
1345,0.0071477017211914,21,translape,2009,
1346,0.0071477017211914,21,translape,2010,
1347,0.0080411606445312,21,translape,2011,
1348,0.0080411606445312,21,translape,2012,
1349,0.0080411606445312,21,translape,2013,
1350,0.0080411606445312,21,translape,2014,
1351,0.0080411606445312,21,translape,2015,
1352,0.0071477017211914,21,translape,2016,
1353,0.0062542401123046,21,translape,2017,
1354,0.005360771911621,21,translape,2018,
1355,0.0062542335205078,21,translape,2019,
1356,0.0071476921386718,21,translape,2020,
1357,0.0062542305297851,21,translape,2021,
1358,0.007147701171875,21,translape,2022,
1359,0.007147701171875,21,translape,2023,
1360,0.0071476947631835,21,translape,2024,
1361,0.0008934604492187,23,translape,1990,
