1.0;30202
10.0;30236
11.0;30201
12.0;30206
13.0;30213
14.0;30214
15.0;30215
16.0;30218
17.0;30224
18.0;30225
19.0;30226
2.0;30203
20.0;30228
21.0;30231
22.0;30209
23.0;30211
24.0;30212
25.0;30217
26.0;30204
27.0;30222
28.0;30205
29.0;30207
3.0;30208
30.0;30221
31.0;30223
32.0;30229
33.0;30230
34.0;30232
35.0;30233
36.0;30234
37.0;30237
4.0;30210
5.0;30216
6.0;30219
7.0;30220
8.0;30227
9.0;30235
